text,label
"['yeah', ',', 'yeah', ',', 'the', 'advertisements', ...]",neg
"['i', 'was', 'recently', 'told', 'that', 'in', 'china', ...]",neg
"['not', 'so', 'long', 'ago', ',', 'men', 'by', 'the', ...]",neg
"['actually', ',', 'i', ""'"", 'm', 'fairly', 'sure', ...]",neg
"['part', 'buddy', 'comedy', ',', 'part', 'fish', '-', ...]",neg
"['adam', 'sandler', 'isn', ""'"", 't', 'known', 'for', ...]",neg
"['at', 'the', 'end', 'of', 'an', 'action', 'scene', ...]",neg
"['when', 'robert', 'forster', 'found', 'himself', ...]",neg
"['you', ""'"", 'd', 'think', 'that', 'after', 'awhile', ...]",neg
"['the', 'last', 'of', 'vampire', '-', 'films', ...]",neg
"['i', ""'"", 'm', 'not', 'sure', 'who', 'the', 'genius', ...]",neg
"['in', 'the', 'interest', 'of', 'being', 'generous', ...]",neg
"['a', 'cop', 'with', 'a', 'troubled', 'personal', ...]",neg
"['can', 'a', 'horror', 'movie', 'truly', 'be', ...]",neg
"['arnold', 'schwarzenegger', 'has', 'been', 'an', ...]",neg
"['i', 'still', 'can', ""'"", 't', 'figure', 'out', 'why', ...]",neg
"['gordie', 'boggs', '(', 'arquette', ',', 'aptly', ...]",neg
"['when', 'i', 'arrived', 'in', 'paris', 'in', 'june', ...]",neg
"['capsule', ':', 'this', 'super', '-', 'light', ...]",neg
"['remember', 'tom', 'cruise', 'and', 'brian', 'brown', ...]",neg
"['confucius', 'once', 'said', ',', '""', 'governing', ...]",neg
"['it', 'seemed', 'like', 'the', 'perfect', 'concept', ...]",neg
"['there', ""'"", 's', 'a', 'scene', 'somewhere', 'in', ...]",neg
"['the', 'yet', '-', 'to', '-', 'be', '-', 'released', ...]",neg
"['it', ""'"", 's', 'been', 'hours', 'since', 'i', ...]",neg
"['despite', 'its', 'exceedingly', 'well', '-', 'done', ...]",neg
"['the', 'marvelous', 'british', 'actor', 'derek', ...]",neg
"['""', 'payback', ',', '""', 'brian', 'helgeland', ""'"", ...]",neg
"['did', 'i', 'do', 'something', 'bad', '?', 'i', ...]",neg
"['plot', ':', 'something', 'about', 'a', 'bunch', 'of', ...]",neg
"['the', 'cartoon', 'is', 'way', 'better', '.', 'that', ...]",neg
"['""', 'spawn', '""', 'may', 'be', 'somewhat', 'of', ...]",neg
"['from', 'a', 'major', 'league', 'baseball', 'radio', ...]",neg
"['it', ""'"", 's', 'time', 'to', 'take', 'cover', '.', ...]",neg
"['capsule', ':', 'a', 'ham', '-', 'handed', 'and', ...]",neg
"['""', 'deep', 'rising', '""', 'gives', 'you', 'that', ...]",neg
"['""', 'mandingo', '""', 'has', 'traditionally', 'been', ...]",neg
"['the', 'above', 'is', 'dialogue', 'from', 'this', ...]",neg
"['""', 'ladybugs', '""', 'is', 'a', 'typical', 'comedy', ...]",neg
"['the', 'happy', 'bastard', ""'"", 's', 'quick', 'movie', ...]",neg
"['""', 'shagadellic', '!', '""', ',', '""', 'groovy', ',', ...]",neg
"['robin', 'williams', ',', 'this', 'time', 'without', ...]",neg
"['the', 'catch', 'phrase', 'for', 'disney', ""'"", 's', ...]",neg
"['based', 'on', 'the', 'novel', 'set', 'in', '1914', ...]",neg
"['a', 'couple', 'of', 'criminals', '(', 'mario', 'van', ...]",neg
"['chill', 'factor', 'is', 'a', 'carbon', 'copy', 'of', ...]",neg
"['*', '*', '*', 'warning', '-', 'the', 'following', ...]",neg
"['retrospective', ':', 'city', 'of', 'the', 'living', ...]",neg
"['you', 'know', 'the', 'plot', ':', 'a', 'dimwit', ...]",neg
"['the', 'comet', '-', 'disaster', 'flick', 'is', 'a', ...]",neg
"['years', 'ago', ',', 'robin', 'williams', 'made', ...]",neg
"['the', 'original', '_babe_', 'was', 'my', 'favorite', ...]",neg
"['at', 'first', 'i', 'was', 'intrigued', 'by', 'the', ...]",neg
"['the', 'makers', 'of', 'spawn', 'have', 'created', ...]",neg
"['phaedra', 'cinema', ',', 'the', 'distributor', 'of', ...]",neg
"['here', 'is', 'a', 'movie', 'that', 'sadly', ...]",neg
"['after', 'the', 'huge', 'success', 'of', '""', 'the', ...]",neg
"['the', 'people', 'who', 'populate', 'the', 'movie', ...]",neg
"['i', ""'"", 've', 'always', 'been', 'a', 'kevin', ...]",neg
"['a', 'month', 'ago', 'i', 'wrote', 'that', 'speed', ...]",neg
"['call', '""', 'hush', '""', '""', 'stop', 'or', 'my', ...]",neg
"['a', 'big', ',', 'busy', 'boxing', 'satire', 'with', ...]",neg
"['i', 'know', 'there', 'were', 'times', 'during', ...]",neg
"['retelling', 'the', 'classic', 'story', 'of', 'joan', ...]",neg
"['violence', 'is', 'bad', '.', 'violence', 'is', ...]",neg
"['there', '?', 's', 'nothing', 'quite', 'like', 'a', ...]",neg
"['lauded', 'as', 'a', 'genius', 'by', 'many', ',', ...]",neg
"['by', 'starring', 'in', 'amy', 'heckerling', ""'"", 's', ...]",neg
"['""', '.', '.', '.', 'because', 'i', ""'"", 'm', 'a', ...]",neg
"['the', 'word', 'to', 'describe', 'sharon', 'stone', ...]",neg
"['the', 'tagline', 'on', 'random', 'hearts', 'reads', ...]",neg
"['in', 'double', 'jeopardy', ',', 'the', 'stakes', ...]",neg
"['synopsis', ':', 'melissa', ',', 'a', 'mentally', '-', ...]",neg
"['warner', 'brothers', ';', 'rated', 'pg', '-', '13', ...]",neg
"['disconnect', 'the', 'phone', 'line', '.', 'don', ""'"", ...]",neg
"['running', 'time', 'approximately', '1hr', '40mins', ...]",neg
"['in', 'china', 'in', '1982', 'i', 'turned', 'the', ...]",neg
"['the', '""', 'fab', '4', '""', 'of', 'ronald', 'reagan', ...]",neg
"['hollywood', 'never', 'fails', 'to', 'astound', 'me', ...]",neg
"['i', 'have', 'little', 'against', 'remakes', 'and', ...]",neg
"['when', 'the', 'mediums', 'in', 'question', 'are', ...]",neg
"['it', ""'"", 's', 'almost', 'amusing', 'to', 'watch', ...]",neg
"['sandra', 'bullock', 'in', 'high', 'heels', 'and', ...]",neg
"['how', 'do', 'films', 'like', 'mouse', 'hunt', 'get', ...]",neg
"['miramax', '""', 'disinvited', '""', 'on', '-', 'line', ...]",neg
"['a', 'backdrop', 'of', 'new', 'year', ""'"", 's', 'eve', ...]",neg
"['the', 'premise', 'of', 'the', 'new', 'james', 'wong', ...]",neg
"['there', 'is', 'a', 'scene', 'in', 'patch', 'adams', ...]",neg
"['i', 'have', 'a', 'great', 'idea', 'for', 'a', ...]",neg
"['as', 'any', 'reasonable', 'human', 'being', 'would', ...]",neg
"['staring', ',', 'george', 'clooney', ',', 'arnold', ...]",neg
"['even', 'though', 'i', 'have', 'the', 'utmost', ...]",neg
"['movies', 'about', 'teenagers', 'and', 'teenage', ...]",neg
"['way', 'of', 'the', 'gun', 'is', 'brimming', 'with', ...]",neg
"['when', 'critics', 'attack', 'seemingly', 'well', '-', ...]",neg
"['where', 'do', 'i', 'begin', '?', 'okay', ',', 'how', ...]",neg
"['adam', 'sandler', 'turns', 'up', 'the', 'charm', ...]",neg
"['arriving', 'in', 'a', 'barrage', 'of', 'hype', ',', ...]",neg
"['the', 'u', '.', 's', '.', 'army', 'utilizes', 'a', ...]",neg
"['i', 'don', ""'"", 't', 'appreciate', 'it', 'when', 'a', ...]",neg
"['at', 'one', 'point', 'in', 'this', 'movie', 'there', ...]",neg
"['the', 'new', 'austin', 'powers', 'film', 'continues', ...]",neg
"['to', 'sum', 'the', 'entire', 'film', '""', '54', '""', ...]",neg
"['you', 'know', ',', 'i', 'never', 'really', ...]",neg
"['in', 'the', 'finale', 'of', 'disney', ""'"", 's', '""', ...]",neg
"['an', 'attempt', 'at', 'florida', 'film', 'noir', ',', ...]",neg
"['this', 'film', 'is', 'worth', 'seeing', 'for', ...]",neg
"['i', 'think', 'we', 'should', ',', 'as', ...]",neg
"['the', 'best', 'thing', '--', 'in', 'fact', ',', ...]",neg
"['you', 'always', 'have', 'to', 'be', 'careful', ...]",neg
"['synopsis', ':', 'easily', '-', 'angered', ',', ...]",neg
"['the', 'blues', 'brothers', 'was', 'a', 'wonderful', ...]",neg
"['michael', 'crichton', 'has', 'had', 'a', 'long', ...]",neg
"['american', 'pie', '2', 'is', 'filled', 'with', ...]",neg
"['well', ',', 'what', 'are', 'you', 'going', 'to', ...]",neg
"['this', 'film', 'is', 'extraordinarily', 'horrendous', ...]",neg
"['midway', 'through', '""', 'anaconda', '""', ',', ...]",neg
"['if', 'the', '70', ""'"", 's', 'nostalgia', 'didn', ""'"", ...]",neg
"['synopsis', ':', 'nice', 'girl', 'susanne', 'has', ...]",neg
"['well', 'lets', 'see', '.', '.', '.', 'i', ""'"", 'm', ...]",neg
"['14', 'years', 'ago', ',', 'national', 'lampoon', ...]",neg
"['plunkett', '&', 'macleane', 'marks', 'the', ...]",neg
"['capsule', ':', 'silly', 'and', 'inane', 'adaptation', ...]",neg
"['i', 'didn', ""'"", 't', 'hate', 'the', 'big', 'hit', ...]",neg
"['when', 'the', 'film', 'features', 'richard', 'lynch', ...]",neg
"['what', 'are', 'the', 'warning', 'signs', 'of', 'a', ...]",neg
"['you', 'don', ""'"", 't', 'look', 'at', 'a', 'ren', '?', ...]",neg
"['well', ',', 'as', 'i', 'check', 'my', 'score', ...]",neg
"['terrence', 'malick', 'made', 'an', 'excellent', '90', ...]",neg
"['i', 'cried', 'during', '_babe_', '.', 'i', 'admit', ...]",neg
"['saw', 'an', 'advanced', 'screening', 'of', 'the', ...]",neg
"['an', '18', '-', 'foot', '-', 'high', ',', '43', '-', ...]",neg
"['1989', ""'"", 's', '""', 'major', 'league', '""', 'was', ...]",neg
"['*', '*', '*', 'the', 'following', 'review', ...]",neg
"['one', 'of', 'the', 'indicator', 'of', 'badness', ...]",neg
"['let', ""'"", 's', 'get', 'this', 'one', 'over', 'with', ...]",neg
"['woody', 'allen', 'is', 'one', 'of', 'the', 'most', ...]",neg
"['here', ""'"", 's', 'a', 'rarity', ':', 'a', 'children', ...]",neg
"['there', ""'"", 's', 'no', 'reason', 'to', 'doubt', ...]",neg
"['these', 'days', 'the', 'lack', 'of', 'originality', ...]",neg
"['i', 'have', 'never', 'been', 'so', 'confused', ...]",neg
"['this', 'is', 'crap', ',', 'but', ',', 'honestly', ...]",neg
"['keep', 'cool', ',', 'a', 'chinese', 'film', ...]",neg
"['although', 'i', 'had', 'not', 'been', 'a', 'viewer', ...]",neg
"['plunkett', '&', 'macleane', 'is', 'a', 'period', ...]",neg
"['*', 'this', 'review', 'contains', 'spoilers', '*', ...]",neg
"['fantastically', 'over', 'hyped', ',', 'godzila', ...]",neg
"['movie', 'concepts', 'are', 'often', 'pitched', 'to', ...]",neg
"['well', 'arnold', 'has', 'completed', 'the', ...]",neg
"['whether', 'or', 'not', 'i', 'would', 'be', ...]",neg
"['they', 'should', 'have', 'stuck', 'to', 'the', ...]",neg
"['vikings', 'v', '.', 'bears', '?', 'no', ',', 'this', ...]",neg
"['apparently', ',', 'when', 'crap', 'calls', ',', ...]",neg
"['one', 'of', 'my', 'favorite', 'songs', 'by', 'the', ...]",neg
"['this', 'movie', 'about', 'two', 'dysfunctional', ...]",neg
"['michael', 'richards', 'leaves', 'his', 'spot', 'as', ...]",neg
"['jackie', 'chan', 'kicks', 'his', 'way', 'into', ...]",neg
"['the', 'general', ""'"", 's', 'daughter', 'will', ...]",neg
"['cradle', 'will', 'rock', 'is', 'the', 'latest', ...]",neg
"['disillusioned', 'and', 'trying', 'to', 'find', 'the', ...]",neg
"['kate', '(', 'jennifer', 'aniston', ')', 'is', ...]",neg
"['this', 'review', 'contains', 'spoilers', ',', 'but', ...]",neg
"['""', 'have', 'you', 'ever', 'heard', 'the', 'one', ...]",neg
"['""', 'we', 'are', 'grateful', 'that', 'we', 'have', ...]",neg
"['what', 'happens', 'when', 'you', 'put', 'martin', ...]",neg
"['blatantly', 'borrowing', 'elements', 'from', '1993', ...]",neg
"['i', 'won', '\x12', 't', 'even', 'pretend', 'that', ...]",neg
"['synopsis', ':', 'lifelong', 'friends', 'rafe', '(', ...]",neg
"['this', 'is', 'a', 'film', 'that', 'i', 'was', ...]",neg
"['i', 'love', 'movies', '.', 'i', 'really', 'do', '.', ...]",neg
"['i', 'looked', 'at', 'the', '""', 'internet', 'movie', ...]",neg
"['the', 'formula', 'is', 'simple', '.', 'trap', 'a', ...]",neg
"['the', 'thirteenth', 'floor', 'is', 'a', 'bland', ',', ...]",neg
"['my', 'giant', 'begins', 'with', 'a', 'monologue', ...]",neg
"['alexandre', 'dumas', 'meets', 'hong', 'kong', ...]",neg
"['i', 'think', 'maybe', 'it', ""'"", 's', 'time', 'for', ...]",neg
"['in', 'my', 'opinion', ',', 'a', 'movie', 'reviewer', ...]",neg
"['reading', 'the', 'cast', 'and', 'director', 'for', ...]",neg
"['as', 'we', 'see', 'the', 'terrible', 'events', ...]",neg
"['from', 'dusk', 'till', 'dawn', '(', 'director', '/', ...]",neg
"['plot', ':', 'a', 'little', 'boy', 'born', 'in', ...]",neg
"['8mm', 'is', 'not', 'going', 'to', 'enlighten', ...]",neg
"['synopsis', ':', 'original', '""', 'jurassic', 'park', ...]",neg
"['the', 'characters', 'in', 'jonathan', 'lynn', ""'"", ...]",neg
"['take', 'two', 'old', 'and', 'dying', 'men', ',', 'a', ...]",neg
"['so', 'much', 'for', 'sweet', 'returns', '.', 'after', ...]",neg
"['around', 'the', 'end', 'of', '1998', ',', 'a', ...]",neg
"['its', 'a', 'stupid', 'little', 'movie', 'that', ...]",neg
"['godzilla', 'is', 'a', 'nuclear', 'freak', '.', 'he', ...]",neg
"['after', 'the', 'recent', 'animated', 'debacles', ...]",neg
"['once', 'upon', 'a', 'time', 'jean', '-', 'claude', ...]",neg
"['the', 'year', 'is', 'barely', 'a', 'week', 'old', ...]",neg
"['susan', 'granger', ""'"", 's', 'review', 'of', '""', ...]",neg
"['susan', 'granger', ""'"", 's', 'review', 'of', '""', ...]",neg
"['the', 'ads', 'make', '""', 'hanging', 'up', '""', ...]",neg
"['this', 'is', 'the', 'worst', 'movie', 'i', ""'"", 've', ...]",neg
"['when', 'i', 'ponder', 'childhood', 'memories', ...]",neg
"['perhaps', 'if', 'the', 'impostors', 'didn', ""'"", 't', ...]",neg
"['this', 'was', 'the', 'last', 'carry', 'on', 'movie', ...]",neg
"['if', 'you', ""'"", 're', 'debating', 'whether', 'or', ...]",neg
"['suicide', 'is', 'pointless', ',', 'everyone', ...]",neg
"['the', 'realm', 'of', 'science', 'fiction', 'has', ...]",neg
"['back', 'in', 'february', 'at', 'the', 'monthly', ...]",neg
"['the', 'working', 'title', 'for', 'no', 'looking', ...]",neg
"['the', 'job', 'of', 'the', 'film', 'critic', 'is', ...]",neg
"['i', ""'"", 've', 'got', 'to', 'admit', 'it', '.', '.', ...]",neg
"['for', 'about', 'twenty', 'minutes', 'into', ...]",neg
"['every', 'now', 'and', 'then', ',', 'reviewers', ...]",neg
"['the', 'only', 'two', 'really', 'good', 'things', ...]",neg
"['silly', 'performances', 'and', 'some', 'huge', ...]",neg
"['so', 'i', 'went', 'and', 'saw', 'this', 'film', ...]",neg
"['by', 'phil', 'curtolo', '""', 'madonna', '-', ...]",neg
"['i', 'have', 'never', 'seen', 'a', 'man', 'so', 'in', ...]",neg
"['an', 'affluent', 'horse', 'breeder', ""'"", 's', ...]",neg
"['a', 'fullyloaded', 'entertainment', 'review', ':', ...]",neg
"['filmmakers', 'will', 'use', 'all', 'manner', 'of', ...]",neg
"['i', 'feel', 'sorry', 'for', 'the', 'financial', ...]",neg
"['to', 'watch', '`', 'battlefield', 'earth', ""'"", 'is', ...]",neg
"['""', 'you', 'can', ""'"", 't', 'have', 'any', 'of', ...]",neg
"['an', '80', '-', 'year', 'old', 'woman', 'jumps', ...]",neg
"['it', ""'"", 's', 'a', 'rare', 'treat', 'when', 'a', ...]",neg
"['joe', 'versus', 'the', 'volcano', 'is', 'really', ...]",neg
"['""', 'be', 'gentle', ',', '""', 'urges', 'natasha', ...]",neg
"['""', 'flubber', '""', 'is', 'the', 'second', 'best', ...]",neg
"['i', ""'"", 'm', 'going', 'to', 'start', 'this', ...]",neg
"['susan', 'granger', ""'"", 's', 'review', 'of', '""', ...]",neg
"['by', 'the', 'time', 'dennis', 'quaid', ',', 'the', ...]",neg
"['gregg', 'araki', ""'"", 's', 'the', 'doom', ...]",neg
"['sometimes', ',', 'when', 'i', 'decide', 'to', ...]",neg
"['written', 'by', 'david', 'j', '.', 'schow', 'and', ...]",neg
"['synopsis', ':', 'sullen', 'julie', 'james', ',', ...]",neg
"['note', ':', 'some', 'may', 'consider', 'portions', ...]",neg
"['what', ""'"", 's', 'to', 'like', 'about', 'the', ...]",neg
"['in', 'the', 'james', 'bond', 'film', '""', 'diamonds', ...]",neg
"['if', 'i', 'were', 'to', 'plot', 'a', 'graph', 'of', ...]",neg
"['""', 'tina', '!', '!', '!', 'fetch', 'me', 'the', ...]",neg
"['phil', '(', 'radmar', 'jao', ')', 'has', 'a', ...]",neg
"['writer', '/', 'director', 'lawrence', 'kasdan', ...]",neg
"['ladies', 'and', 'gentlemen', ',', 'payback', 'is', ...]",neg
"['when', 'you', ""'"", 've', 'run', 'out', 'of', 'old', ...]",neg
"['the', 'swooping', 'shots', 'across', 'darkened', ...]",neg
"['guilt', '.', 'guilt', 'is', 'something', 'i', 'felt', ...]",neg
"['""', 'what', ""'"", 's', 'your', 'favorite', 'new', ...]",neg
"['i', 'didn', ""'"", 't', 'come', 'into', 'city', 'of', ...]",neg
"['plot', 'summary', ':', 'the', 'year', 'is', '2024', ...]",neg
"['200', 'cigarettes', 'takes', 'place', 'on', 'new', ...]",neg
"['i', ""'"", 'll', 'bet', 'right', 'now', 'you', ""'"", ...]",neg
"['""', 'i', 'seem', 'to', 'have', 'glued', 'myself', ...]",neg
"['i', ""'"", 'll', 'be', 'the', 'first', 'to', 'admit', ...]",neg
"['""', 'you', 'damn', 'dirty', 'apes', '!', '""', 'that', ...]",neg
"['new', 'address', '.', 'same', 'old', 'attitude', '.', ...]",neg
"['the', 'one', 'question', 'that', 'eats', 'at', 'me', ...]",neg
"['kids', 'today', ',', 'they', 'don', ""'"", 't', 'just', ...]",neg
"['plot', ':', 'two', 'sister', 'witches', 'have', 'to', ...]",neg
"['tri', '-', 'star', ';', 'rated', 'r', '(', ...]",neg
"['""', 'with', 'all', 'that', 'education', ',', 'you', ...]",neg
"['the', 'first', 'in', 'a', 'very', 'long', 'list', ...]",neg
"['""', 'there', ""'"", 's', 'nothing', 'new', 'under', ...]",neg
"['plot', 'outline', '-', 'wendy', '(', 'samantha', ...]",neg
"['the', 'scene', 'at', 'the', 'end', 'of', '1989', ""'"", ...]",neg
"['the', 'real', 'blonde', '(', 'r', ')', 'a', 'woman', ...]",neg
"['""', 'jack', 'frost', ',', '""', 'is', 'one', 'of', ...]",neg
"['some', 'movies', 'require', 'you', 'to', 'turn', ...]",neg
"['you', 'think', 'that', 'these', 'people', 'only', ...]",neg
"['my', 'son', 'and', 'i', 'share', 'a', 'perverse', ...]",neg
"['it', 'seemed', 'like', 'the', 'perfect', 'concept', ...]",neg
"['wesley', 'snipes', 'is', 'a', 'master', 'of', ...]",neg
"['senseless', 'is', 'a', 'prime', 'example', 'of', ...]",neg
"['i', 'came', 'to', 'an', 'epiphany', 'while', ...]",neg
"['are', 'you', 'like', 'me', '?', 'do', 'you', 'get', ...]",neg
"['i', 'have', 'a', 'confession', '.', 'even', 'though', ...]",neg
"['capsule', ':', 'five', 'friends', 'at', 'a', 'stag', ...]",neg
"['what', 'hath', 'kevin', 'williamson', 'wrought', '?', ...]",neg
"['warner', 'brothers', 'has', 'scored', 'another', ...]",neg
"['synopsis', ':', 'wealthy', 'cuban', 'landowner', ...]",neg
"['when', 'a', 'pair', 'of', 'films', 'from', 'the', ...]",neg
"['""', 'the', 'red', 'violin', '""', 'is', 'a', 'cold', ...]",neg
"['there', 'have', 'been', 'merchant', '-', 'ivory', ...]",neg
"['ready', 'to', 'rumble', 'is', 'not', 'a', ...]",neg
"['wyatt', 'earp', 'details', 'thirty', '-', 'five', ...]",neg
"['david', 'schwimmer', '(', 'from', 'the', ...]",neg
"['""', 'saving', 'silverman', '""', 'is', 'a', 'good', ...]",neg
"['one', 'of', 'my', 'brother', ""'"", 's', 'favorite', ...]",neg
"['steve', 'martin', 'is', 'one', 'of', 'the', ...]",neg
"['have', 'you', 'ever', 'been', 'in', 'an', ...]",neg
"['bad', '.', 'bad', '.', 'bad', '.', 'that', 'one', ...]",neg
"['by', '-', 'the', '-', 'numbers', ':', 'a', 'film', ...]",neg
"['who', 'knew', 'that', 'in', '16', 'years', 'eddie', ...]",neg
"['""', 'pokemon', '3', ':', 'the', 'movie', '""', 'has', ...]",neg
"['1', '.', 'he', 'doesn', ""'"", 't', 'have', 'a', ...]",neg
"['seen', 'at', ':', 'amc', 'old', 'pasadena', '8', ',', ...]",neg
"['often', 'similar', 'to', 'a', 'little', 'boy', ...]",neg
"['a', 'friend', 'invites', 'you', 'to', 'a', 'movie', ...]",neg
"['any', 'remake', 'of', 'an', 'alfred', 'hitchcock', ...]",neg
"['steve', 'martin', 'shines', 'but', 'sgt', '.', ...]",neg
"['look', '!', 'the', 'new', 'version', 'of', '""', ...]",neg
"['an', 'american', 'werewolf', 'in', 'london', 'is', ...]",neg
"['capsule', ':', 'annoyingly', 'unentertaining', ',', ...]",neg
"['in', 'the', 'first', 'death', 'wish', 'movie', ',', ...]",neg
"['i', ""'"", 've', 'never', 'written', 'a', 'review', ...]",neg
"['this', 'is', 'the', 'movie', 'that', 'could', ...]",neg
"['attention', 'moviegoers', ':', 'you', 'are', 'about', ...]",neg
"['i', 'have', 'nothing', 'against', 'unabashedly', ...]",neg
"['if', 'you', ""'"", 've', 'seen', 'the', 'trailers', ...]",neg
"['house', 'on', 'haunted', 'hill', '(', '1999', ')', ...]",neg
"['fit', 'for', 'a', 'ghoul', ""'"", 's', 'night', 'out', ...]",neg
"['""', 'marie', 'couldn', ""'"", 't', 'talk', ',', '""', ...]",neg
"['well', ',', 'here', ""'"", 's', 'a', 'distasteful', ...]",neg
"['okay', ',', 'i', 'just', 'don', ""'"", 't', 'know', ...]",neg
"['""', 'the', 'beach', '""', 'is', 'a', 'structurally', ...]",neg
"['the', 'most', 'absurd', 'remake', 'of', '1998', '?', ...]",neg
"['in', '1990', ',', 'the', 'surprise', 'success', 'an', ...]",neg
"['these', 'days', ',', 'we', 'are', 'witnessing', ...]",neg
"['after', '1993', ""'"", 's', '""', 'falling', 'down', ...]",neg
"['i', 'think', 'of', 'i', 'know', 'what', 'you', 'did', ...]",neg
"['""', 'nothing', 'more', 'than', 'a', 'high', 'budget', ...]",neg
"['one', 'of', 'the', '90s', ""'"", 'most', 'unwelcome', ...]",neg
"['mugshot', '(', 'director', '/', 'writer', '/', ...]",neg
"['i', 'can', 'imagine', 'how', 'good', 'krippendorf', ...]",neg
"['after', 'a', 'marketing', 'windup', 'of', 'striking', ...]",neg
"['some', 'movies', 'ask', 'you', 'to', 'leave', 'your', ...]",neg
"['preposterous', 'religious', 'action', 'film', '(', ...]",neg
"['""', 'america', ""'"", 's', 'sweethearts', '""', 'has', ...]",neg
"['do', 'the', 'folks', 'at', 'disney', 'have', 'no', ...]",neg
"['if', 'you', 'haven', ""'"", 't', 'plunked', 'down', ...]",neg
"['synopsis', ':', 'two', 'con', 'artists', 'find', ...]",neg
"['starring', 'arnold', 'schwarzenegger', ';', 'danny', ...]",neg
"['there', 'are', 'scenes', 'in', '""', 'the', 'big', ...]",neg
"['well', 'i', 'guess', 'it', ""'"", 's', 'that', 'time', ...]",neg
"['the', 'rapid', '-', 'fire', 'formula', 'that', ...]",neg
"['tim', 'burton', 'has', 'now', 'completed', 'his', ...]",neg
"['the', 'premise', 'of', 'this', 'movie', 'is', ',', ...]",neg
"['chris', 'tucker', 'is', 'one', 'of', 'those', 'guys', ...]",neg
"['""', 'soldier', '""', ',', 'by', 'director', 'paul', ...]",neg
"['the', 'first', 'scene', 'of', 'operation', 'condor', ...]",neg
"['cashing', 'in', 'on', 'the', 'success', 'of', ...]",neg
"['girl', '6', 'is', ',', 'in', 'a', 'word', ',', 'a', ...]",neg
"['back', 'in', '1980s', ',', 'chuck', 'norris', 'used', ...]",neg
"['as', 'forgetful', 'as', 'some', 'people', 'may', ...]",neg
"['how', 'do', 'you', 'judge', 'a', 'film', 'that', ...]",neg
"['we', 'could', 'paraphrase', 'michelle', 'pfieffer', ...]",neg
"['i', 'think', 'that', 'saying', 'that', 'the', 'x', ...]",neg
"['contrary', 'to', 'popular', 'belief', ',', 'not', ...]",neg
"['i', 'can', 'see', 'a', 'decent', 'sports', 'movie', ...]",neg
"['this', 'well', '-', 'conceived', 'but', 'ultra', ...]",neg
"['""', 'battlefield', 'earth', '""', 'is', 'the', 'best', ...]",neg
"['long', 'time', 'buddies', 'and', 'neil', 'diamond', ...]",neg
"['well', 'if', 'you', 'are', 'up', 'for', 'stellar', ...]",neg
"['when', 'a', 'film', 'is', 'produced', 'on', 'a', ...]",neg
"['in', 'this', 'year', ""'"", 's', 'summer', 'movie', ...]",neg
"['several', 'days', 'after', 'having', 'seen', 'this', ...]",neg
"['when', 'i', 'was', 'nine', ',', 'i', 'started', ...]",neg
"['in', '""', 'gia', '""', ',', 'angelina', 'jolie', ...]",neg
"['talk', 'about', 'beating', 'a', 'dead', 'horse', '!', ...]",neg
"['conventional', 'wisdom', 'among', 'collectibles', ...]",neg
"['the', 'following', 'review', 'encompasses', 'two', ...]",neg
"['in', '1970s', ',', 'many', 'european', ...]",neg
"['dr', 'dolittle', '(', '20th', 'century', 'fox', ')', ...]",neg
"['the', 'general', ""'"", 's', 'daughter', 'is', 'a', ...]",neg
"['disney', ""'"", 's', '""', 'air', 'bud', '""', 'tells', ...]",neg
"['a', 'few', 'months', 'before', 'the', 'release', ...]",neg
"['bad', 'movies', 'described', 'as', '""', 'a', 'swift', ...]",neg
"['bruce', 'willis', 'needs', 'to', 'stay', 'away', ...]",neg
"['capsule', ':', 'godawful', '""', 'comedy', '""', ...]",neg
"['battlefield', 'earth', 'is', 'the', 'worst', 'film', ...]",neg
"['jet', 'li', 'busted', 'onto', 'the', 'american', ...]",neg
"['one', 'night', ',', 'during', 'a', 'torrential', ...]",neg
"['it', 'was', 'with', 'a', 'huge', 'lack', 'of', ...]",neg
"['vampires', 'starts', 'out', 'almost', 'in', 'the', ...]",neg
"['when', 'considering', 'david', 'fincher', ""'"", 's', ...]",neg
"['weighed', 'down', 'by', 'tired', 'plot', 'lines', ...]",neg
"['if', 'you', ""'"", 're', 'going', 'to', 'make', 'a', ...]",neg
"['it', 'used', 'to', 'be', 'that', 'not', 'just', ...]",neg
"['hav', 'plenty', ',', 'as', 'we', 'are', 'told', 'in', ...]",neg
"['it', 'seems', 'that', 'i', ""'"", 've', 'stopped', ...]",neg
"['note', ':', 'some', 'may', 'consider', 'portions', ...]",neg
"['everything', 'about', 'this', 'ninth', 'trek', ...]",neg
"['this', 'is', 'one', 'of', 'the', 'worst', 'big', '-', ...]",neg
"['phew', ',', 'what', 'a', 'mess', '!', 'for', 'his', ...]",neg
"['in', 'french', ',', 'the', 'phrase', '""', 'film', ...]",neg
"['plot', ':', 'lara', 'croft', 'is', 'british', ',', ...]",neg
"['it', 'happens', 'every', 'year', '--', 'the', 'days', ...]",neg
"['i', 'heard', 'actor', 'skeet', 'ulrich', ...]",neg
"['it', 'is', 'with', 'some', 'sad', 'irony', 'that', ...]",neg
"['sometimes', 'a', 'stellar', 'cast', 'can', ...]",neg
"['the', 'most', 'depressing', 'thing', 'about', 'the', ...]",neg
"['when', 'walt', 'disney', 'pictures', 'announced', ...]",neg
"['david', 'spade', 'has', 'a', 'snide', ',', ...]",neg
